RS158	WCS134	WCS317	WCS417	CHA0	WCS358
OG0001947	FBBKCKAA_00858	KMPKMMIG_00098	ODAKOFOI_02020	NLBLAPBN_00009	AGNHPPFD_00014	JLCECJFP_03687
OG0001948	FBBKCKAA_00863	KMPKMMIG_00092	ODAKOFOI_02026	NLBLAPBN_00014	AGNHPPFD_00020	JLCECJFP_03682
OG0001949	FBBKCKAA_00864	KMPKMMIG_00091	ODAKOFOI_02027	NLBLAPBN_00015	AGNHPPFD_00021	JLCECJFP_03681
OG0001950	FBBKCKAA_02524	KMPKMMIG_00083	ODAKOFOI_02034	NLBLAPBN_00022	AGNHPPFD_00028	JLCECJFP_03675
OG0001951	FBBKCKAA_02520	KMPKMMIG_00080	ODAKOFOI_02037	NLBLAPBN_00025	AGNHPPFD_00031	JLCECJFP_03672
OG0001952	FBBKCKAA_02519	KMPKMMIG_00079	ODAKOFOI_02038	NLBLAPBN_00026	AGNHPPFD_00032	JLCECJFP_03671
OG0001953	FBBKCKAA_02510	KMPKMMIG_00007	ODAKOFOI_02108	NLBLAPBN_00039	AGNHPPFD_00042	JLCECJFP_03662
OG0001954	FBBKCKAA_02509	KMPKMMIG_00008	ODAKOFOI_02107	NLBLAPBN_00040	AGNHPPFD_00043	JLCECJFP_03661
OG0001955	FBBKCKAA_02506	KMPKMMIG_00011	ODAKOFOI_02104	NLBLAPBN_00043	AGNHPPFD_00046	JLCECJFP_03658
OG0001956	FBBKCKAA_02503	KMPKMMIG_00014	ODAKOFOI_02101	NLBLAPBN_00045	AGNHPPFD_00049	JLCECJFP_03655
OG0001957	FBBKCKAA_02496	KMPKMMIG_00025	ODAKOFOI_02093	NLBLAPBN_00056	AGNHPPFD_00060	JLCECJFP_03629
OG0001958	FBBKCKAA_02495	KMPKMMIG_00026	ODAKOFOI_02092	NLBLAPBN_00057	AGNHPPFD_00061	JLCECJFP_03628
OG0001959	FBBKCKAA_02494	KMPKMMIG_00027	ODAKOFOI_02091	NLBLAPBN_00058	AGNHPPFD_00062	JLCECJFP_03627
OG0001960	FBBKCKAA_02493	KMPKMMIG_00028	ODAKOFOI_02090	NLBLAPBN_00059	AGNHPPFD_00063	JLCECJFP_03626
OG0001961	FBBKCKAA_02490	KMPKMMIG_00031	ODAKOFOI_02087	NLBLAPBN_00062	AGNHPPFD_00066	JLCECJFP_03623
OG0001962	FBBKCKAA_02489	KMPKMMIG_00032	ODAKOFOI_02086	NLBLAPBN_00063	AGNHPPFD_00067	JLCECJFP_03983
OG0001963	FBBKCKAA_02488	KMPKMMIG_00033	ODAKOFOI_02085	NLBLAPBN_00064	AGNHPPFD_00068	JLCECJFP_03982
OG0001964	FBBKCKAA_02487	KMPKMMIG_00034	ODAKOFOI_02084	NLBLAPBN_00065	AGNHPPFD_00069	JLCECJFP_03981
OG0001965	FBBKCKAA_02486	KMPKMMIG_00035	ODAKOFOI_02083	NLBLAPBN_00066	AGNHPPFD_00070	JLCECJFP_03980
OG0001966	FBBKCKAA_02485	KMPKMMIG_00036	ODAKOFOI_02082	NLBLAPBN_00067	AGNHPPFD_00071	JLCECJFP_03979
OG0001967	FBBKCKAA_02479	KMPKMMIG_00042	ODAKOFOI_02076	NLBLAPBN_00073	AGNHPPFD_00077	JLCECJFP_03973
OG0001968	FBBKCKAA_02478	KMPKMMIG_00043	ODAKOFOI_02075	NLBLAPBN_00074	AGNHPPFD_00078	JLCECJFP_03972
OG0001969	FBBKCKAA_02477	KMPKMMIG_00044	ODAKOFOI_02074	NLBLAPBN_00075	AGNHPPFD_00079	JLCECJFP_03971
OG0001970	FBBKCKAA_02474	KMPKMMIG_00047	ODAKOFOI_02071	NLBLAPBN_00078	AGNHPPFD_00082	JLCECJFP_03968
OG0001971	FBBKCKAA_02469	KMPKMMIG_00052	ODAKOFOI_02066	NLBLAPBN_00083	AGNHPPFD_00087	JLCECJFP_03963
OG0001972	FBBKCKAA_02466	KMPKMMIG_00055	ODAKOFOI_02063	NLBLAPBN_00086	AGNHPPFD_00090	JLCECJFP_03960
OG0001973	FBBKCKAA_02463	KMPKMMIG_00058	ODAKOFOI_02060	NLBLAPBN_00088	AGNHPPFD_00093	JLCECJFP_03956
OG0001974	FBBKCKAA_02462	KMPKMMIG_00059	ODAKOFOI_02059	NLBLAPBN_00089	AGNHPPFD_00094	JLCECJFP_03955
OG0001975	FBBKCKAA_02458	KMPKMMIG_00062	ODAKOFOI_02056	NLBLAPBN_00092	AGNHPPFD_00097	JLCECJFP_03951
OG0001976	FBBKCKAA_02457	KMPKMMIG_00063	ODAKOFOI_02055	NLBLAPBN_00093	AGNHPPFD_00099	JLCECJFP_03950
OG0001977	FBBKCKAA_02456	KMPKMMIG_00064	ODAKOFOI_02054	NLBLAPBN_00094	AGNHPPFD_00100	JLCECJFP_03949
OG0001978	FBBKCKAA_02451	KMPKMMIG_00069	ODAKOFOI_02049	NLBLAPBN_00099	AGNHPPFD_00105	JLCECJFP_03944
OG0001979	FBBKCKAA_02450	KMPKMMIG_00070	ODAKOFOI_02048	NLBLAPBN_00100	AGNHPPFD_00106	JLCECJFP_03943
OG0001980	FBBKCKAA_02449	KMPKMMIG_00071	ODAKOFOI_02047	NLBLAPBN_00101	AGNHPPFD_00107	JLCECJFP_03942
OG0001981	FBBKCKAA_02436	KMPKMMIG_05626	ODAKOFOI_02122	NLBLAPBN_00113	AGNHPPFD_00121	JLCECJFP_03929
OG0001982	FBBKCKAA_04399	KMPKMMIG_00938	ODAKOFOI_03811	NLBLAPBN_00121		JLCECJFP_04130
OG0001983	FBBKCKAA_01570	KMPKMMIG_00923	ODAKOFOI_03823	NLBLAPBN_00131	AGNHPPFD_00149	JLCECJFP_04317
OG0001984	FBBKCKAA_01887	KMPKMMIG_00897	ODAKOFOI_03850	NLBLAPBN_00179	AGNHPPFD_00195	JLCECJFP_04067
OG0001985	FBBKCKAA_01889	KMPKMMIG_00895	ODAKOFOI_03852	NLBLAPBN_00181	AGNHPPFD_00197	JLCECJFP_04069
OG0001986	FBBKCKAA_01353	KMPKMMIG_00892	ODAKOFOI_03855	NLBLAPBN_00184	AGNHPPFD_00200	JLCECJFP_00258
OG0001987	FBBKCKAA_01361	KMPKMMIG_00865	ODAKOFOI_03864	NLBLAPBN_00197	AGNHPPFD_00236	JLCECJFP_00249
OG0001988	FBBKCKAA_01362	KMPKMMIG_00864	ODAKOFOI_03865	NLBLAPBN_00198	AGNHPPFD_00237	JLCECJFP_00248
OG0001989	FBBKCKAA_01350	KMPKMMIG_00856	ODAKOFOI_03873	NLBLAPBN_00205	AGNHPPFD_00245	JLCECJFP_00261
OG0001990	FBBKCKAA_01352	KMPKMMIG_00854	ODAKOFOI_03875	NLBLAPBN_00207	AGNHPPFD_00247	JLCECJFP_00259
OG0001991	FBBKCKAA_01892	KMPKMMIG_00852	ODAKOFOI_03877	NLBLAPBN_00210	AGNHPPFD_00249	JLCECJFP_04072
OG0001992	FBBKCKAA_01893	KMPKMMIG_00851	ODAKOFOI_03878	NLBLAPBN_00211	AGNHPPFD_00250	JLCECJFP_04073
OG0001993	FBBKCKAA_01894	KMPKMMIG_00850	ODAKOFOI_03879	NLBLAPBN_00212	AGNHPPFD_00251	JLCECJFP_04074
OG0001994	FBBKCKAA_01895	KMPKMMIG_00849	ODAKOFOI_03880	NLBLAPBN_00213	AGNHPPFD_00252	JLCECJFP_04075
OG0001995	FBBKCKAA_01896	KMPKMMIG_00848	ODAKOFOI_03881	NLBLAPBN_00214	AGNHPPFD_00253	JLCECJFP_04076
OG0001996	FBBKCKAA_01897	KMPKMMIG_00847	ODAKOFOI_03882	NLBLAPBN_00215	AGNHPPFD_00254	JLCECJFP_02547
OG0001997	FBBKCKAA_01899	KMPKMMIG_00844	ODAKOFOI_03885	NLBLAPBN_00218	AGNHPPFD_00256	JLCECJFP_02545
OG0001998	FBBKCKAA_01900	KMPKMMIG_00843	ODAKOFOI_03886	NLBLAPBN_00219	AGNHPPFD_00257	JLCECJFP_02544
OG0001999	FBBKCKAA_01902	KMPKMMIG_00710	ODAKOFOI_03889	NLBLAPBN_00222	AGNHPPFD_00260	JLCECJFP_02541
OG0002000	FBBKCKAA_01904	KMPKMMIG_00719	ODAKOFOI_03895	NLBLAPBN_00226	AGNHPPFD_00280	JLCECJFP_02539
OG0002001	FBBKCKAA_01916	KMPKMMIG_00722	ODAKOFOI_03898	NLBLAPBN_00229	AGNHPPFD_00283	JLCECJFP_02526
OG0002002	FBBKCKAA_01919	KMPKMMIG_00725	ODAKOFOI_03903	NLBLAPBN_00232	AGNHPPFD_00286	JLCECJFP_02523
OG0002003	FBBKCKAA_01920	KMPKMMIG_00726	ODAKOFOI_03904	NLBLAPBN_00233	AGNHPPFD_00287	JLCECJFP_02522
OG0002004	FBBKCKAA_01922	KMPKMMIG_00728	ODAKOFOI_03906	NLBLAPBN_00235	AGNHPPFD_00289	JLCECJFP_02520
OG0002005	FBBKCKAA_01932	KMPKMMIG_00751	ODAKOFOI_03923	NLBLAPBN_00253	AGNHPPFD_00306	JLCECJFP_02510
OG0002006	FBBKCKAA_01935	KMPKMMIG_00754	ODAKOFOI_03926	NLBLAPBN_00256	AGNHPPFD_00309	JLCECJFP_02507
OG0002007	FBBKCKAA_01936	KMPKMMIG_00755	ODAKOFOI_03927	NLBLAPBN_00257	AGNHPPFD_00310	JLCECJFP_02506
OG0002008	FBBKCKAA_01937	KMPKMMIG_00756	ODAKOFOI_03928	NLBLAPBN_00258	AGNHPPFD_00311	JLCECJFP_02505
OG0002009	FBBKCKAA_04017	KMPKMMIG_00764	ODAKOFOI_04365	NLBLAPBN_00267	AGNHPPFD_00323	JLCECJFP_02498
OG0002010	FBBKCKAA_03996	KMPKMMIG_00780	ODAKOFOI_04378	NLBLAPBN_00293	AGNHPPFD_00348	JLCECJFP_02479
OG0002011	FBBKCKAA_03995	KMPKMMIG_00781	ODAKOFOI_04379	NLBLAPBN_00294	AGNHPPFD_00349	JLCECJFP_02478
OG0002012	FBBKCKAA_03994	KMPKMMIG_00782	ODAKOFOI_04380	NLBLAPBN_00295	AGNHPPFD_00350	JLCECJFP_02477
OG0002013	FBBKCKAA_03993	KMPKMMIG_00783	ODAKOFOI_04381	NLBLAPBN_00296	AGNHPPFD_00351	JLCECJFP_02476
OG0002014	FBBKCKAA_03984	KMPKMMIG_00799	ODAKOFOI_04391	NLBLAPBN_00307	AGNHPPFD_00370	JLCECJFP_02467
OG0002015	FBBKCKAA_00236	KMPKMMIG_00811	ODAKOFOI_04401	NLBLAPBN_00315	AGNHPPFD_00378	JLCECJFP_01004
OG0002016	FBBKCKAA_00244	KMPKMMIG_00819	ODAKOFOI_04409	NLBLAPBN_00323	AGNHPPFD_00387	JLCECJFP_01012
OG0002017	FBBKCKAA_00249	KMPKMMIG_00827	ODAKOFOI_04415	NLBLAPBN_00329	AGNHPPFD_00399	JLCECJFP_01017
OG0002018	FBBKCKAA_00252	KMPKMMIG_00829	ODAKOFOI_04417	NLBLAPBN_00332	AGNHPPFD_00401	JLCECJFP_01019
OG0002019	FBBKCKAA_00253	KMPKMMIG_00830	ODAKOFOI_04418	NLBLAPBN_00333	AGNHPPFD_00402	JLCECJFP_01020
OG0002020	FBBKCKAA_00255	KMPKMMIG_00836	ODAKOFOI_04424	NLBLAPBN_00337	AGNHPPFD_00408	JLCECJFP_01023
OG0002021	FBBKCKAA_00268	KMPKMMIG_00527	ODAKOFOI_04443	NLBLAPBN_00356	AGNHPPFD_00425	JLCECJFP_01036
OG0002022	FBBKCKAA_00275	KMPKMMIG_00533	ODAKOFOI_04449	NLBLAPBN_00364	AGNHPPFD_00431	JLCECJFP_01043
OG0002023	FBBKCKAA_00277	KMPKMMIG_00535	ODAKOFOI_04451	NLBLAPBN_00366	AGNHPPFD_00433	JLCECJFP_01045
OG0002024	FBBKCKAA_00279	KMPKMMIG_00537	ODAKOFOI_04453	NLBLAPBN_00368	AGNHPPFD_00435	JLCECJFP_01047
OG0002025	FBBKCKAA_00287	KMPKMMIG_00545	ODAKOFOI_04461	NLBLAPBN_00377	AGNHPPFD_00443	JLCECJFP_01056
OG0002026	FBBKCKAA_00289	KMPKMMIG_00547	ODAKOFOI_04463	NLBLAPBN_00379	AGNHPPFD_00445	JLCECJFP_01058
OG0002027	FBBKCKAA_00291	KMPKMMIG_00549	ODAKOFOI_04465	NLBLAPBN_00381	AGNHPPFD_00447	JLCECJFP_01060
OG0002028	FBBKCKAA_01448	KMPKMMIG_00555	ODAKOFOI_02571	NLBLAPBN_00387	AGNHPPFD_00453	JLCECJFP_00976
OG0002029	FBBKCKAA_01458	KMPKMMIG_00566	ODAKOFOI_02560	NLBLAPBN_00397	AGNHPPFD_00464	JLCECJFP_00986
OG0002030	FBBKCKAA_00229	KMPKMMIG_00599	ODAKOFOI_02517	NLBLAPBN_00427	AGNHPPFD_00499	JLCECJFP_00997
OG0002031	FBBKCKAA_00230	KMPKMMIG_00600	ODAKOFOI_02516	NLBLAPBN_00428	AGNHPPFD_00500	JLCECJFP_00998
OG0002032	FBBKCKAA_03515	KMPKMMIG_00602	ODAKOFOI_02515	NLBLAPBN_00430	AGNHPPFD_00503	JLCECJFP_02434
OG0002033	FBBKCKAA_03514	KMPKMMIG_00603	ODAKOFOI_02514	NLBLAPBN_00431	AGNHPPFD_00504	JLCECJFP_02433
OG0002034	FBBKCKAA_00345	KMPKMMIG_00605	ODAKOFOI_02513	NLBLAPBN_00432	AGNHPPFD_00506	JLCECJFP_04322
OG0002035	FBBKCKAA_00348	KMPKMMIG_00607	ODAKOFOI_02511	NLBLAPBN_00434	AGNHPPFD_00508	JLCECJFP_04475
OG0002036	FBBKCKAA_03493	KMPKMMIG_00614	ODAKOFOI_02506	NLBLAPBN_00439	AGNHPPFD_00519	JLCECJFP_05276
OG0002037	FBBKCKAA_03488	KMPKMMIG_00620	ODAKOFOI_02500	NLBLAPBN_00444	AGNHPPFD_00524	JLCECJFP_03088
OG0002038	FBBKCKAA_03487	KMPKMMIG_00621	ODAKOFOI_02499	NLBLAPBN_00445	AGNHPPFD_00525	JLCECJFP_03089
OG0002039	FBBKCKAA_03486	KMPKMMIG_00622	ODAKOFOI_02498	NLBLAPBN_00446	AGNHPPFD_00526	JLCECJFP_03090
OG0002040	FBBKCKAA_03485	KMPKMMIG_00623	ODAKOFOI_02497	NLBLAPBN_00447	AGNHPPFD_00527	JLCECJFP_03091
OG0002041	FBBKCKAA_03484	KMPKMMIG_00624	ODAKOFOI_02496	NLBLAPBN_00448	AGNHPPFD_00528	JLCECJFP_03092
OG0002042	FBBKCKAA_00350	KMPKMMIG_00627	ODAKOFOI_02493	NLBLAPBN_00452	AGNHPPFD_00530	JLCECJFP_04473
OG0002043	FBBKCKAA_00352	KMPKMMIG_00632	ODAKOFOI_02491	NLBLAPBN_00453	AGNHPPFD_00532	JLCECJFP_04471
OG0002044	FBBKCKAA_00353	KMPKMMIG_00633	ODAKOFOI_02490	NLBLAPBN_00454	AGNHPPFD_00533	JLCECJFP_04470
OG0002045	FBBKCKAA_00360	KMPKMMIG_00634	ODAKOFOI_02483	NLBLAPBN_00459	AGNHPPFD_00542	JLCECJFP_04463
OG0002046	FBBKCKAA_00361	KMPKMMIG_00638	ODAKOFOI_02479	NLBLAPBN_00461	AGNHPPFD_00543	JLCECJFP_04462
OG0002047	FBBKCKAA_00362	KMPKMMIG_00639	ODAKOFOI_02478	NLBLAPBN_00462	AGNHPPFD_00544	JLCECJFP_04461
OG0002048	FBBKCKAA_00363	KMPKMMIG_00640	ODAKOFOI_02477	NLBLAPBN_00463	AGNHPPFD_00545	JLCECJFP_04460
OG0002049	FBBKCKAA_00370	KMPKMMIG_00647	ODAKOFOI_02470	NLBLAPBN_00470	AGNHPPFD_00552	JLCECJFP_04453
OG0002050	FBBKCKAA_00371	KMPKMMIG_00648	ODAKOFOI_02469	NLBLAPBN_00471	AGNHPPFD_00553	JLCECJFP_04452
OG0002051	FBBKCKAA_00372	KMPKMMIG_00649	ODAKOFOI_02468	NLBLAPBN_00472	AGNHPPFD_00554	JLCECJFP_04451
OG0002052	FBBKCKAA_00373	KMPKMMIG_00650	ODAKOFOI_02467	NLBLAPBN_00473	AGNHPPFD_00555	JLCECJFP_04450
OG0002053	FBBKCKAA_00374	KMPKMMIG_00651	ODAKOFOI_02466	NLBLAPBN_00474	AGNHPPFD_00556	JLCECJFP_04449
OG0002054	FBBKCKAA_00379	KMPKMMIG_00656	ODAKOFOI_02461	NLBLAPBN_00478	AGNHPPFD_00561	JLCECJFP_04444
OG0002055	FBBKCKAA_00380	KMPKMMIG_00657	ODAKOFOI_02460	NLBLAPBN_00479	AGNHPPFD_00562	JLCECJFP_00001
OG0002056	FBBKCKAA_00381	KMPKMMIG_00658	ODAKOFOI_02459	NLBLAPBN_00480	AGNHPPFD_00563	JLCECJFP_00002
OG0002057	FBBKCKAA_00384	KMPKMMIG_00664	ODAKOFOI_02454	NLBLAPBN_00483	AGNHPPFD_00566	JLCECJFP_00005
OG0002058	FBBKCKAA_00389	KMPKMMIG_00674	ODAKOFOI_02449	NLBLAPBN_00488	AGNHPPFD_00571	JLCECJFP_00011
OG0002059	FBBKCKAA_00400	KMPKMMIG_00689	ODAKOFOI_02435	NLBLAPBN_00499	AGNHPPFD_00582	JLCECJFP_00022
OG0002060	FBBKCKAA_04759	KMPKMMIG_00691	ODAKOFOI_02433	NLBLAPBN_00501	AGNHPPFD_00584	JLCECJFP_00024
OG0002061	FBBKCKAA_00715	KMPKMMIG_05340	ODAKOFOI_02409	NLBLAPBN_00527	AGNHPPFD_00610	JLCECJFP_00343
OG0002062	FBBKCKAA_04291	KMPKMMIG_05332	ODAKOFOI_02402	NLBLAPBN_00535	AGNHPPFD_00618	JLCECJFP_00047
OG0002063	FBBKCKAA_02418	KMPKMMIG_01072	ODAKOFOI_02401	NLBLAPBN_00536	AGNHPPFD_00619	JLCECJFP_01140
OG0002064	FBBKCKAA_02419	KMPKMMIG_01070	ODAKOFOI_02399	NLBLAPBN_00538	AGNHPPFD_00621	JLCECJFP_01139
OG0002065	FBBKCKAA_02417	KMPKMMIG_01069	ODAKOFOI_02398	NLBLAPBN_00539	AGNHPPFD_00622	JLCECJFP_01141
OG0002066	FBBKCKAA_02416	KMPKMMIG_01053	ODAKOFOI_02379	NLBLAPBN_00554	AGNHPPFD_00644	JLCECJFP_01142
OG0002067	FBBKCKAA_02415	KMPKMMIG_01052	ODAKOFOI_02378	NLBLAPBN_00555	AGNHPPFD_00645	JLCECJFP_01143
OG0002068	FBBKCKAA_02414	KMPKMMIG_01049	ODAKOFOI_02375	NLBLAPBN_00558	AGNHPPFD_00648	JLCECJFP_01144
OG0002069	FBBKCKAA_02413	KMPKMMIG_01048	ODAKOFOI_02374	NLBLAPBN_00559	AGNHPPFD_00649	JLCECJFP_01145
OG0002070	FBBKCKAA_03885	KMPKMMIG_01013	ODAKOFOI_04971	NLBLAPBN_00594	AGNHPPFD_00691	JLCECJFP_02102
OG0002071	FBBKCKAA_03886	KMPKMMIG_01012	ODAKOFOI_04966	NLBLAPBN_00595	AGNHPPFD_00692	JLCECJFP_02101
OG0002072	FBBKCKAA_03887	KMPKMMIG_01011	ODAKOFOI_04965	NLBLAPBN_00596	AGNHPPFD_00693	JLCECJFP_02100
OG0002073	FBBKCKAA_03888	KMPKMMIG_01010	ODAKOFOI_04964	NLBLAPBN_00597	AGNHPPFD_00694	JLCECJFP_02099
OG0002074	FBBKCKAA_03891	KMPKMMIG_01005	ODAKOFOI_04960	NLBLAPBN_00599	AGNHPPFD_00696	JLCECJFP_02097
OG0002075	FBBKCKAA_03893	KMPKMMIG_01004	ODAKOFOI_04959	NLBLAPBN_00601	AGNHPPFD_00697	JLCECJFP_02095
OG0002076	FBBKCKAA_03901	KMPKMMIG_01003	ODAKOFOI_04958	NLBLAPBN_00603	AGNHPPFD_00698	JLCECJFP_02087
OG0002077	FBBKCKAA_03900	KMPKMMIG_01002	ODAKOFOI_04957	NLBLAPBN_00604	AGNHPPFD_00699	JLCECJFP_02088
OG0002078	FBBKCKAA_03899	KMPKMMIG_01001	ODAKOFOI_04956	NLBLAPBN_00605	AGNHPPFD_00700	JLCECJFP_02089
OG0002079	FBBKCKAA_03902	KMPKMMIG_00981	ODAKOFOI_04951	NLBLAPBN_00625	AGNHPPFD_00720	JLCECJFP_02086
OG0002080	FBBKCKAA_03903	KMPKMMIG_00980	ODAKOFOI_04950	NLBLAPBN_00626	AGNHPPFD_00721	JLCECJFP_02085
OG0002081	FBBKCKAA_03909	KMPKMMIG_00974	ODAKOFOI_05323	NLBLAPBN_00631	AGNHPPFD_00727	JLCECJFP_02079
OG0002082	FBBKCKAA_03916	KMPKMMIG_00954	ODAKOFOI_05337	NLBLAPBN_00643	AGNHPPFD_00746	JLCECJFP_02071
OG0002083	FBBKCKAA_03917	KMPKMMIG_00953	ODAKOFOI_05338	NLBLAPBN_00644	AGNHPPFD_00747	JLCECJFP_02070
OG0002084	FBBKCKAA_03918	KMPKMMIG_00951	ODAKOFOI_05339	NLBLAPBN_00646	AGNHPPFD_00749	JLCECJFP_02069
OG0002085	FBBKCKAA_03919	KMPKMMIG_00950	ODAKOFOI_05340	NLBLAPBN_00647	AGNHPPFD_00750	JLCECJFP_02068
OG0002086	FBBKCKAA_03920	KMPKMMIG_00949	ODAKOFOI_05341	NLBLAPBN_00648	AGNHPPFD_00751	JLCECJFP_02067
OG0002087	FBBKCKAA_04515	KMPKMMIG_03745	ODAKOFOI_03212	NLBLAPBN_04712	AGNHPPFD_00761	JLCECJFP_03243
OG0002088	FBBKCKAA_04516	KMPKMMIG_03746	ODAKOFOI_03213	NLBLAPBN_04711	AGNHPPFD_00762	JLCECJFP_03242
OG0002089	FBBKCKAA_02275	KMPKMMIG_02702		NLBLAPBN_04698	AGNHPPFD_00775, AGNHPPFD_03947	JLCECJFP_04641
OG0002090	FBBKCKAA_02276	KMPKMMIG_02703		NLBLAPBN_04697	AGNHPPFD_00776, AGNHPPFD_03948	JLCECJFP_04640
OG0002091	FBBKCKAA_04529	KMPKMMIG_03764	ODAKOFOI_03219	NLBLAPBN_04688	AGNHPPFD_00783, AGNHPPFD_03710	JLCECJFP_03231
OG0002092	FBBKCKAA_04533	KMPKMMIG_03768	ODAKOFOI_03223	NLBLAPBN_04685	AGNHPPFD_00787	JLCECJFP_03227
OG0002093	FBBKCKAA_04818	KMPKMMIG_01997	ODAKOFOI_03316	NLBLAPBN_00785	AGNHPPFD_00877	JLCECJFP_05151
OG0002094	FBBKCKAA_04821	KMPKMMIG_01992	ODAKOFOI_03322	NLBLAPBN_00790	AGNHPPFD_00882	JLCECJFP_05148
OG0002095	FBBKCKAA_04822	KMPKMMIG_01991	ODAKOFOI_03323	NLBLAPBN_00791	AGNHPPFD_00883	JLCECJFP_05147
OG0002096	FBBKCKAA_04823	KMPKMMIG_01990	ODAKOFOI_03324	NLBLAPBN_00792	AGNHPPFD_00884	JLCECJFP_05146
OG0002097	FBBKCKAA_04824	KMPKMMIG_01989	ODAKOFOI_03325	NLBLAPBN_00793	AGNHPPFD_00885	JLCECJFP_05145
OG0002098	FBBKCKAA_00067	KMPKMMIG_01983	ODAKOFOI_04744	NLBLAPBN_00799	AGNHPPFD_00891	JLCECJFP_03538
OG0002099	FBBKCKAA_00082	KMPKMMIG_04556	ODAKOFOI_04754	NLBLAPBN_00809	AGNHPPFD_00900	JLCECJFP_03521
OG0002100	FBBKCKAA_00085	KMPKMMIG_04559	ODAKOFOI_04757	NLBLAPBN_00812	AGNHPPFD_00903	JLCECJFP_03518
OG0002101	FBBKCKAA_00088	KMPKMMIG_04564	ODAKOFOI_04760	NLBLAPBN_00816	AGNHPPFD_00908	JLCECJFP_03515
OG0002102	FBBKCKAA_00094	KMPKMMIG_04577	ODAKOFOI_04772	NLBLAPBN_00843	AGNHPPFD_00916	JLCECJFP_03510
OG0002103	FBBKCKAA_00096	KMPKMMIG_04167	ODAKOFOI_04774	NLBLAPBN_00845	AGNHPPFD_00918	JLCECJFP_03508
OG0002104	FBBKCKAA_00098	KMPKMMIG_04165	ODAKOFOI_04776	NLBLAPBN_00847	AGNHPPFD_00920	JLCECJFP_03506
OG0002105	FBBKCKAA_00105	KMPKMMIG_04158	ODAKOFOI_04784	NLBLAPBN_00854	AGNHPPFD_00927	JLCECJFP_03499
OG0002106	FBBKCKAA_00110	KMPKMMIG_04153	ODAKOFOI_04789	NLBLAPBN_00859	AGNHPPFD_00932	JLCECJFP_03494
OG0002107	FBBKCKAA_00111	KMPKMMIG_04151	ODAKOFOI_04791	NLBLAPBN_00861	AGNHPPFD_00934	JLCECJFP_03492
OG0002108	FBBKCKAA_00119	KMPKMMIG_04142	ODAKOFOI_04800	NLBLAPBN_00870	AGNHPPFD_00943	JLCECJFP_03483
OG0002109	FBBKCKAA_00126	KMPKMMIG_04135	ODAKOFOI_04807	NLBLAPBN_00877	AGNHPPFD_00950	JLCECJFP_03476
OG0002110	FBBKCKAA_00131	KMPKMMIG_04130	ODAKOFOI_04812	NLBLAPBN_00882	AGNHPPFD_00955	JLCECJFP_03471
OG0002111	FBBKCKAA_01540	KMPKMMIG_04126	ODAKOFOI_04817	NLBLAPBN_00741	AGNHPPFD_00959	JLCECJFP_04289
OG0002112	FBBKCKAA_04429	KMPKMMIG_01190	ODAKOFOI_05402	NLBLAPBN_00745	AGNHPPFD_00963	JLCECJFP_03618
OG0002113	FBBKCKAA_04814	KMPKMMIG_01185	ODAKOFOI_05397	NLBLAPBN_04664	AGNHPPFD_00968	JLCECJFP_05155
OG0002114	FBBKCKAA_04325	KMPKMMIG_01172	ODAKOFOI_01512	NLBLAPBN_04662	AGNHPPFD_00970	JLCECJFP_03194
OG0002115	FBBKCKAA_04326	KMPKMMIG_01171	ODAKOFOI_01511	NLBLAPBN_04661	AGNHPPFD_00971	JLCECJFP_03193
OG0002116	FBBKCKAA_04327	KMPKMMIG_01168	ODAKOFOI_01508	NLBLAPBN_04658	AGNHPPFD_00974	JLCECJFP_03192
OG0002117	FBBKCKAA_04328	KMPKMMIG_01167	ODAKOFOI_01507	NLBLAPBN_04657	AGNHPPFD_00975	JLCECJFP_03191
OG0002118	FBBKCKAA_04332	KMPKMMIG_01163	ODAKOFOI_01503	NLBLAPBN_04653	AGNHPPFD_00979	JLCECJFP_03188
OG0002119	FBBKCKAA_01602	KMPKMMIG_01158	ODAKOFOI_01498	NLBLAPBN_04648	AGNHPPFD_00984	JLCECJFP_03184
OG0002120	FBBKCKAA_01600	KMPKMMIG_01150	ODAKOFOI_01491	NLBLAPBN_00999	AGNHPPFD_00990	JLCECJFP_03183
OG0002121	FBBKCKAA_01598	KMPKMMIG_01148	ODAKOFOI_01489	NLBLAPBN_01001	AGNHPPFD_00992	JLCECJFP_03181
OG0002122	FBBKCKAA_01595	KMPKMMIG_01144	ODAKOFOI_01486	NLBLAPBN_01005	AGNHPPFD_00998	JLCECJFP_03178
OG0002123	FBBKCKAA_01590	KMPKMMIG_01141	ODAKOFOI_01483	NLBLAPBN_01010	AGNHPPFD_01003	JLCECJFP_03175
OG0002124	FBBKCKAA_01589	KMPKMMIG_01137	ODAKOFOI_01482	NLBLAPBN_01014	AGNHPPFD_01007	JLCECJFP_03174
OG0002125	FBBKCKAA_01581	KMPKMMIG_01125	ODAKOFOI_01471	NLBLAPBN_04642	AGNHPPFD_01026	JLCECJFP_03166
OG0002126	FBBKCKAA_01578	KMPKMMIG_01120	ODAKOFOI_01468	NLBLAPBN_00945	AGNHPPFD_01029	JLCECJFP_03163
OG0002127	FBBKCKAA_01567	KMPKMMIG_01112	ODAKOFOI_01461	NLBLAPBN_00953	AGNHPPFD_01036	JLCECJFP_04315
